"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Enpp4",1.61908862434815e-172,0.451304987696248,0.368,0.108,5.24131369473982e-168,"4","Enpp4"
"Cd48.1",3.4431546538524e-172,-1.00264960270482,0.094,0.521,1.1146180245451e-167,"4","Cd48"
"Ctsf.3",3.8545479050041e-172,-1.00312074332821,0.3,0.654,1.24779424780793e-167,"4","Ctsf"
"Dbi.4",8.12648142772947e-172,0.719012086177018,0.815,0.5,2.63070456778458e-167,"4","Dbi"
"Gng5.3",1.26452799399092e-171,0.649490807659937,0.967,0.895,4.09353002214742e-167,"4","Gng5"
"Dhx40",2.98425377613868e-171,0.375241551079673,0.335,0.091,9.66062632411614e-167,"4","Dhx40"
"Tcf12",9.48170217051806e-171,0.694856296373407,0.59,0.25,3.06941662664011e-166,"4","Tcf12"
"Cttnbp2nl.2",2.8232558524829e-170,-0.94350523282253,0.531,0.787,9.13944384565763e-166,"4","Cttnbp2nl"
"Gadd45g",4.12632831449472e-170,0.757708604642312,0.405,0.13,1.33577500196823e-165,"4","Gadd45g"
"Slk",7.64325763552793e-170,0.620523489312651,0.532,0.207,2.4742753617731e-165,"4","Slk"
"Gm26802",2.19599384611459e-169,0.559045582103771,0.138,0.02,7.10887127864215e-165,"4","Gm26802"
"Rac2",2.26661243913421e-169,-0.948968955481127,0.075,0.496,7.33747778796525e-165,"4","Rac2"
"March2",3.82121277456462e-169,0.593757303015966,0.551,0.219,1.23700299938206e-164,"4","March2"
"Phgdh.3",1.23720079640448e-168,-1.05786076716053,0.096,0.512,4.00506641812059e-164,"4","Phgdh"
"Ift172",1.59937588089452e-168,0.307687285023859,0.232,0.05,5.17749960163175e-164,"4","Ift172"
"Rps10",3.65853689597996e-168,-0.55759596351467,0.991,0.99,1.18434156396663e-163,"4","Rps10"
"Cnot6",4.04927321834463e-168,0.554052051039706,0.485,0.175,1.31083072624252e-163,"4","Cnot6"
"Dop1a",4.85292120658053e-168,0.466918232438221,0.409,0.129,1.57098765299425e-163,"4","Dop1a"
"Rpl32.2",1.01807341773698e-167,-0.642223806961252,0.985,0.985,3.29570726789816e-163,"4","Rpl32"
"Prkar1a",2.13647610064361e-167,0.764905977928976,0.826,0.577,6.91620043300348e-163,"4","Prkar1a"
"H2-D1.2",7.11535512447592e-167,0.710313074455124,0.964,0.894,2.30338276089535e-162,"4","H2-D1"
"Map4.1",7.84671567978025e-167,0.742246551465026,0.691,0.36,2.54013879985846e-162,"4","Map4"
"Pip4k2a.1",9.84824703934245e-167,-0.98373910557349,0.185,0.574,3.18807453157594e-162,"4","Pip4k2a"
"Usp6nl",8.39933676643795e-166,0.346005838930516,0.289,0.073,2.71903329803129e-161,"4","Usp6nl"
"Ywhah.2",1.52533553572734e-165,-0.791186493349655,0.755,0.889,4.93781619625655e-161,"4","Ywhah"
"Arhgap30.1",1.85487564770392e-165,-0.970457445245268,0.097,0.512,6.00460344674714e-161,"4","Arhgap30"
"Zfp710.1",2.54977567691535e-165,-0.974243332587266,0.132,0.535,8.25413382131038e-161,"4","Zfp710"
"C2cd2",4.0633781999126e-165,0.291058520180556,0.248,0.057,1.31539679087571e-160,"4","C2cd2"
"Znrf1",4.82114626129328e-165,0.633860695691485,0.603,0.259,1.56070146770586e-160,"4","Znrf1"
"Sec62.1",7.00850437180504e-165,0.686327355584237,0.921,0.787,2.26879303524073e-160,"4","Sec62"
"Zeb1.1",1.02809580702551e-164,0.57009322994082,0.526,0.203,3.32815174650297e-160,"4","Zeb1"
"Smdt1.1",1.21870210897935e-164,0.762453686696244,0.833,0.572,3.94518246718797e-160,"4","Smdt1"
"Mllt6",1.3353556206261e-164,0.332416733823096,0.307,0.081,4.32281321509081e-160,"4","Mllt6"
"Ldha.4",2.97031858270673e-164,0.852450318795936,0.849,0.559,9.61551531593822e-160,"4","Ldha"
"Ecscr.3",3.27910220409146e-164,-0.939218702680761,0.574,0.81,1.06151096550849e-159,"4","Ecscr"
"Gusb.2",8.76046360125959e-164,-0.990401240253606,0.332,0.655,2.83593727699975e-159,"4","Gusb"
"Spag9",1.00724391808006e-163,0.786168204450991,0.767,0.452,3.26065001160876e-159,"4","Spag9"
"Cbx6",3.99073059054904e-163,0.357233377752517,0.329,0.091,1.29187930677254e-158,"4","Cbx6"
"Rab28",4.19191937581017e-163,0.514213322235428,0.469,0.167,1.35700814033727e-158,"4","Rab28"
"Entpd1.3",7.04111434037561e-163,-0.965148966999495,0.505,0.771,2.27934953426639e-158,"4","Entpd1"
"Nab1",1.05188087272034e-162,0.542513711064718,0.444,0.156,3.40514876117028e-158,"4","Nab1"
"Atp6ap2",6.06384301042965e-162,-0.876048918175332,0.47,0.734,1.96298725933629e-157,"4","Atp6ap2"
"Eva1b.1",8.35591605784089e-162,0.662920823447908,0.609,0.272,2.70497714624425e-157,"4","Eva1b"
"Picalm.3",8.76093657982121e-162,-0.884646473137261,0.683,0.864,2.83609038961972e-157,"4","Picalm"
"Rab6a",1.07888287434945e-161,0.656367665529913,0.609,0.277,3.49255964084404e-157,"4","Rab6a"
"Fyco1",1.26056139135803e-161,0.607626537051335,0.556,0.225,4.08068933610421e-157,"4","Fyco1"
"Rab18",1.64144390103247e-161,0.693402438863989,0.758,0.43,5.31368219642232e-157,"4","Rab18"
"Phlda1",2.45306075179836e-161,0.400809224555665,0.231,0.052,7.94104826572165e-157,"4","Phlda1"
"Abhd14b",2.94842093779786e-161,0.328808888817823,0.251,0.058,9.54462825983923e-157,"4","Abhd14b"
"Sema6d",2.95534381873887e-160,0.321476570911101,0.241,0.055,9.56703901002146e-156,"4","Sema6d"
"Lat2.2",5.31752380605675e-160,-0.999412901452378,0.082,0.484,1.72138880649669e-155,"4","Lat2"
"Srp14",6.36320456408348e-160,0.72402984254733,0.856,0.612,2.0598965814851e-155,"4","Srp14"
"Strn3",6.52038679343299e-160,0.695722258673758,0.661,0.324,2.11077961277013e-155,"4","Strn3"
"Ech1",2.23207455697449e-159,0.696751939708403,0.696,0.356,7.2256717558378e-155,"4","Ech1"
"Tceal9.1",2.71077669427051e-159,0.684637671722556,0.593,0.267,8.7753263146925e-155,"4","Tceal9"
"Faim",3.97881828795381e-159,0.653874847989808,0.573,0.247,1.28802305617641e-154,"4","Faim"
"Tbc1d12",5.70625375211969e-159,0.407900274120255,0.34,0.098,1.84722846463619e-154,"4","Tbc1d12"
"Nav2.3",1.56741225697729e-158,-1.06159744326397,0.337,0.668,5.07402695828687e-154,"4","Nav2"
"Gm2629.3",2.823324656155e-158,-0.976821998193455,0.08,0.482,9.13966657690497e-154,"4","Gm2629"
"Ptpn1.1",6.21172593257316e-158,-0.909769030098184,0.454,0.721,2.01085991889258e-153,"4","Ptpn1"
"Prxl2c",1.95954970698972e-157,0.537803304621873,0.464,0.167,6.34345431146714e-153,"4","Prxl2c"
"Sem1.3",2.18345014463301e-157,0.673317037748244,0.901,0.697,7.06826480820599e-153,"4","Sem1"
"March1.2",2.35802753688935e-157,-0.961936004941255,0.062,0.462,7.6334067424182e-153,"4","March1"
"Mbd2",4.41361105614812e-157,0.658926810579877,0.638,0.303,1.42877417109627e-152,"4","Mbd2"
"Scd2",1.45909203993963e-156,0.492628813433339,0.406,0.135,4.72337275169258e-152,"4","Scd2"
"Map1lc3b.1",1.99861563635052e-156,0.72180896280755,0.844,0.609,6.46991853799391e-152,"4","Map1lc3b"
"Bag5",2.58579854972524e-156,0.593132696127215,0.545,0.222,8.37074706517055e-152,"4","Bag5"
"Sumo2.2",2.90431014207223e-156,0.649299725320355,0.919,0.762,9.40183279191623e-152,"4","Sumo2"
"Pmvk",4.38821905855157e-156,0.379562418769245,0.358,0.108,1.42055427363431e-151,"4","Pmvk"
"Chmp2a",6.04903874156852e-156,0.711907713139098,0.829,0.544,1.95819482142056e-151,"4","Chmp2a"
"Arntl",3.84733357279512e-155,0.273378635549506,0.216,0.047,1.24545882418524e-150,"4","Arntl"
"Plcg1",4.02402587476414e-155,0.471284214330071,0.421,0.141,1.30265765617865e-150,"4","Plcg1"
"Ndrg2",1.78389657960539e-154,0.260210746798448,0.16,0.028,5.77483000749856e-150,"4","Ndrg2"
"F11r.3",2.59987810775264e-154,-0.835674406296058,0.699,0.862,8.41632541041684e-150,"4","F11r"
"Crlf3.1",3.33749078237632e-154,-0.98328194983652,0.32,0.645,1.08041251607086e-149,"4","Crlf3"
"Guk1",5.67503966148423e-154,0.550130314184732,0.526,0.214,1.83712383921567e-149,"4","Guk1"
"Arl6ip5",8.25487118507707e-154,0.703917286109932,0.756,0.428,2.67226690003315e-149,"4","Arl6ip5"
"Anks1",1.20344203858417e-153,0.45258964400957,0.387,0.125,3.89578256730467e-149,"4","Anks1"
"Pdlim4.1",1.20823659927224e-153,-0.896408393172648,0.085,0.48,3.91130351916408e-149,"4","Pdlim4"
"Cxxc5.3",1.50966721234851e-153,-0.953113324866005,0.209,0.571,4.88709469981459e-149,"4","Cxxc5"
"Rassf2.1",2.30203574164348e-153,-0.94839388642207,0.083,0.479,7.45215010284826e-149,"4","Rassf2"
"Maff",3.12437288774793e-153,0.371789713133234,0.248,0.06,1.01142199122176e-148,"4","Maff"
"Kif21b.2",4.64680635137102e-153,-0.928382067105843,0.07,0.465,1.50426415206583e-148,"4","Kif21b"
"Mgst3",1.00272706195938e-152,0.521607661629571,0.426,0.149,3.24602804497489e-148,"4","Mgst3"
"Col27a1.3",6.54779968378553e-152,-1.01384020923066,0.122,0.506,2.11965371363505e-147,"4","Col27a1"
"Rps13",1.35751461846117e-151,-0.537914054318726,0.987,0.985,4.39454632288249e-147,"4","Rps13"
"Ms4a6b.2",1.9083130855421e-150,-0.967261359614452,0.074,0.471,6.17759112051689e-146,"4","Ms4a6b"
"Clec5a.2",2.63956494480736e-150,-0.886412638615865,0.066,0.454,8.5447996393304e-146,"4","Clec5a"
"Klk8.1",3.25699654472998e-150,-0.949096984532603,0.162,0.539,1.05435492145999e-145,"4","Klk8"
"Rybp",3.42607488744075e-150,0.464045591758042,0.405,0.136,1.10908896256232e-145,"4","Rybp"
"Clec4a2.2",4.61402182017378e-150,-0.936867818043756,0.085,0.475,1.49365114362666e-145,"4","Clec4a2"
"Pcca",1.42782667901449e-149,0.463642918788858,0.401,0.135,4.62216052530571e-145,"4","Pcca"
"Prex1.3",1.93420236562066e-149,-0.93069474478389,0.252,0.594,6.26139989798719e-145,"4","Prex1"
"Sema4d.1",2.56443478517677e-149,-0.866555081570064,0.078,0.464,8.30158828657424e-145,"4","Sema4d"
"Slco2b1.3",2.58087781654389e-149,-0.849208482995333,0.588,0.819,8.35481766771589e-145,"4","Slco2b1"
"S100a10.1",3.31116314747569e-149,0.499032600500059,0.333,0.1,1.07188973410083e-144,"4","S100a10"
"Spop",9.67088296042215e-149,0.720589889771511,0.678,0.369,3.13065823194786e-144,"4","Spop"
"Rnf13.2",2.08678949594323e-148,-0.886338014935029,0.414,0.688,6.75535495626742e-144,"4","Rnf13"
"Ccl4.3",2.27367499043481e-148,-2.82591188463323,0.41,0.668,7.36034067903555e-144,"4","Ccl4"
"Fam76a",3.09724864783306e-148,0.59444554501762,0.551,0.234,1.00264133227652e-143,"4","Fam76a"
"Bex3.1",1.64082881957468e-147,0.400952271823038,0.378,0.122,5.31169105472716e-143,"4","Bex3"
"Klf6.4",1.83924490633965e-147,0.710128580551348,0.893,0.649,5.95400361080272e-143,"4","Klf6"
"Exoc6b",2.1464380587137e-147,0.434009426352433,0.431,0.149,6.94844928366798e-143,"4","Exoc6b"
"Evl.1",2.8617922513959e-147,-0.899249149677576,0.276,0.608,9.26419387621881e-143,"4","Evl"
"Stat2",2.05224268848213e-146,0.425941163653019,0.338,0.103,6.64352003115435e-142,"4","Stat2"
"Rab11a",4.0100775922786e-146,0.694434806494529,0.803,0.529,1.29814231817243e-141,"4","Rab11a"
"Plekhm1",6.11623780008736e-146,0.282130431798509,0.238,0.057,1.97994850064428e-141,"4","Plekhm1"
"Mier1",7.73931975561874e-146,0.707735428777887,0.761,0.462,2.5053725912889e-141,"4","Mier1"
"Cdk19.1",1.82131211265673e-145,0.832583016222828,0.487,0.208,5.89595157109237e-141,"4","Cdk19"
"Tpd52.2",4.05515713249431e-145,0.732539243086542,0.77,0.466,1.31273546693106e-140,"4","Tpd52"
"Adora3.3",4.66962028036503e-145,-0.90553744256899,0.045,0.427,1.51164947715977e-140,"4","Adora3"
"Slain2",6.78945217529042e-145,0.49816864385251,0.498,0.194,2.19788145818502e-140,"4","Slain2"
"Pik3ap1",1.10669224007983e-144,-0.876856744117199,0.073,0.455,3.58258411958644e-140,"4","Pik3ap1"
"Atxn1",1.54438888055387e-144,0.431538194666112,0.393,0.131,4.99949568412898e-140,"4","Atxn1"
"Egr1.4",4.00443797183397e-144,-1.6409752685709,0.586,0.755,1.29631666024209e-139,"4","Egr1"
"Gabarapl2.1",5.47047625005152e-144,0.663788519497488,0.874,0.659,1.77090257166668e-139,"4","Gabarapl2"
"Gtf2i",5.49300824569329e-144,0.668511401190326,0.668,0.345,1.77819662929583e-139,"4","Gtf2i"
"Ppcdc.3",5.75460482936448e-144,-0.929639125037213,0.182,0.542,1.86288067536187e-139,"4","Ppcdc"
"Ppdpf",2.38584312155432e-143,0.598168554498834,0.538,0.23,7.72345135309563e-139,"4","Ppdpf"
"Ehd1.2",2.63951172823514e-143,0.307419771239473,0.261,0.068,8.5446273666428e-139,"4","Ehd1"
"Pik3cg.1",5.07865002613073e-143,-0.886129433986049,0.067,0.443,1.64406058645904e-138,"4","Pik3cg"
"Gpsm3.1",1.24054634571229e-142,-0.88347111619911,0.188,0.539,4.01589663033983e-138,"4","Gpsm3"
"Atp5h.3",1.49669158085405e-142,0.605244327995581,0.936,0.783,4.84508998554073e-138,"4","Atp5h"
"Il6ra.3",2.17186589107489e-142,-0.931516546829555,0.39,0.688,7.03076426258763e-138,"4","Il6ra"
"Macf1.2",3.12979401244837e-142,0.776140023598196,0.897,0.764,1.01317691770979e-137,"4","Macf1"
"Fkbp9",3.44823043775406e-142,0.414725571173625,0.389,0.131,1.11626115730974e-137,"4","Fkbp9"
"Lbr",5.31090908396732e-142,0.45580054704137,0.449,0.163,1.7192474886619e-137,"4","Lbr"
"Acox1",6.17326027016521e-142,0.438516063679511,0.385,0.129,1.99840781465788e-137,"4","Acox1"
"2510002D24Rik",7.14732009531948e-142,0.44719647343087,0.419,0.146,2.31373046125682e-137,"4","2510002D24Rik"
"Cox5a.4",1.06928693072941e-141,0.666493053470621,0.851,0.593,3.46149565215723e-137,"4","Cox5a"
"Csmd3.3",1.14475758942229e-141,-1.00850923541263,0.062,0.436,3.70580926847784e-137,"4","Csmd3"
"Ctc1.2",1.16335632759025e-141,-0.913240131896212,0.172,0.528,3.76601710367515e-137,"4","Ctc1"
"H2-Q4.1",1.74550495654235e-141,0.665128787964302,0.558,0.248,5.65054864531889e-137,"4","H2-Q4"
"5031425E22Rik",3.31829931711083e-141,0.460355414911665,0.437,0.156,1.07419985493512e-136,"4","5031425E22Rik"
"Fosl2.1",5.85688684682314e-141,0.381662059585665,0.295,0.084,1.89599141005359e-136,"4","Fosl2"
"Lcp2",1.07072383799131e-140,-0.859504329519151,0.085,0.453,3.46614720834547e-136,"4","Lcp2"
"Stk38",1.13380345127507e-140,0.664155378291867,0.678,0.349,3.67034853246765e-136,"4","Stk38"
"St3gal5.1",1.33990793762012e-140,-0.887469378107749,0.197,0.55,4.33754997566385e-136,"4","St3gal5"
"Rictor",2.09077679033601e-140,0.536299823264127,0.512,0.206,6.76826262567574e-136,"4","Rictor"
"Dstn",2.43798880445566e-140,0.716780503366119,0.784,0.52,7.89225735778386e-136,"4","Dstn"
"Bcr",2.58438696257718e-140,0.252278209482207,0.187,0.039,8.36617747525485e-136,"4","Bcr"
"Tfdp2",3.04723972853478e-139,0.35935750027436,0.311,0.092,9.86452444921278e-135,"4","Tfdp2"
"Rpl11.1",6.62593711309206e-139,-0.498337605120553,0.991,0.988,2.14494836225016e-134,"4","Rpl11"
"Bhlhe41.1",6.67186725065915e-139,-0.886561762987505,0.085,0.459,2.15981686638338e-134,"4","Bhlhe41"
"Ubb.1",7.1180235396417e-139,0.37936774134533,0.997,0.99,2.30424658025281e-134,"4","Ubb"
"Pik3c2a",7.1500745166898e-139,0.544992442186511,0.476,0.186,2.31462212254282e-134,"4","Pik3c2a"
"Ndufs5.2",7.33140821757203e-139,0.65512425334608,0.82,0.533,2.37332346819242e-134,"4","Ndufs5"
"Ctdspl",7.34878142237289e-139,0.268681581262529,0.188,0.04,2.37894752205055e-134,"4","Ctdspl"
"Hadh",9.02511596180077e-139,0.488549517034219,0.438,0.164,2.92161053915415e-134,"4","Hadh"
"mt-Co3.1",9.07345710175087e-139,0.415272361737737,0.998,0.998,2.93725953297879e-134,"4","mt-Co3"
"Hmg20b",1.13471062871922e-138,0.638801490969778,0.641,0.322,3.67328524728986e-134,"4","Hmg20b"
"Mob2",1.15689859465787e-138,0.45866251932905,0.421,0.151,3.74511213062647e-134,"4","Mob2"
"Snx11",1.89260257685653e-138,0.319294554115152,0.274,0.074,6.12673306179997e-134,"4","Snx11"
"Ptar1",2.79376492407982e-138,0.356691487019361,0.308,0.09,9.0439758122312e-134,"4","Ptar1"
"Sec11c.1",7.89694462253289e-138,-0.769606812932185,0.59,0.782,2.55639891320635e-133,"4","Sec11c"
"Mink1",8.35547210420968e-138,0.33423375071299,0.348,0.109,2.70483342957476e-133,"4","Mink1"
"Rgs1.3",8.92445023898745e-138,-1.53690073413143,0.074,0.447,2.88902303136502e-133,"4","Rgs1"
"Snta1.1",1.8087728068575e-137,-0.869399981396073,0.106,0.465,5.85535933035911e-133,"4","Snta1"
"Arsb.1",4.37017597870914e-137,-0.916387541608749,0.165,0.518,1.41471336782772e-132,"4","Arsb"
"Dnase2a",1.07379392274581e-136,-0.864036740309998,0.201,0.553,3.47608568671274e-132,"4","Dnase2a"
"Dtd1",2.286103267688e-136,0.340362862948082,0.319,0.096,7.4005734981596e-132,"4","Dtd1"
"Rasal3.2",2.29727051301384e-136,-0.833788296955897,0.068,0.434,7.4367241047284e-132,"4","Rasal3"
"Edem1.2",4.19415167245304e-136,-0.891151190162293,0.22,0.55,1.3577307794065e-131,"4","Edem1"
"Slc3a2.1",6.35184081961567e-136,0.766559801748999,0.91,0.769,2.05621791012598e-131,"4","Slc3a2"
"Pelo",1.16070438877984e-135,0.373591823364484,0.326,0.101,3.75743224735811e-131,"4","Pelo"
"Aspscr1",1.43007997792053e-135,0.529168766386239,0.426,0.159,4.62945490452434e-131,"4","Aspscr1"
"Pdia6.3",1.54397811852539e-135,-0.829192880010532,0.702,0.849,4.99816596529039e-131,"4","Pdia6"
"Aamdc",2.44956565515933e-135,0.435007661857249,0.429,0.156,7.9297339388818e-131,"4","Aamdc"
"Ptpn11",3.55341692790892e-135,0.474738391583864,0.474,0.187,1.15031212790267e-130,"4","Ptpn11"
"Spint1.1",4.2926280031442e-135,-0.84632600209339,0.056,0.42,1.38960953717784e-130,"4","Spint1"
"Pradc1",7.69653140878519e-135,0.304941854339814,0.221,0.053,2.49152114765194e-130,"4","Pradc1"
"Clec4a3.3",8.08841014632929e-135,-0.916571285155372,0.066,0.432,2.61838013256972e-130,"4","Clec4a3"
"Ahcyl1",8.56629718850751e-135,0.499467776024864,0.493,0.2,2.77308172586365e-130,"4","Ahcyl1"
"Fbxo9",1.48133560190892e-134,0.390186601025174,0.393,0.135,4.79537961049956e-130,"4","Fbxo9"
"Grap",1.76891297329208e-134,0.718832713231721,0.704,0.395,5.72632507714114e-130,"4","Grap"
"Chmp2b",2.00275167847048e-134,0.514615868186762,0.504,0.207,6.48330773354462e-130,"4","Chmp2b"
"Ophn1.2",2.55076844054975e-134,-0.908245794770332,0.35,0.646,8.25734759574764e-130,"4","Ophn1"
"Ccl3.4",2.92462050469062e-134,-2.50607234049921,0.26,0.571,9.46758149778447e-130,"4","Ccl3"
"Tifab.1",3.09070555910885e-134,-0.817064653187933,0.063,0.428,1.00052320359472e-129,"4","Tifab"
"Ttc3",3.27071075979428e-134,0.559457285643899,0.567,0.257,1.05879448716061e-129,"4","Ttc3"
"Sall3.3",3.62933371337073e-134,-0.959225857188671,0.049,0.408,1.17488790969237e-129,"4","Sall3"
"Tent5c.1",4.04065207757624e-134,-0.885427209744057,0.071,0.433,1.30803989055298e-129,"4","Tent5c"
"Ccl9",4.78655843445715e-134,-1.09736210402528,0.079,0.443,1.54950469640247e-129,"4","Ccl9"
"Zdhhc18",8.8059300043722e-134,0.326677728525554,0.285,0.082,2.85065566101537e-129,"4","Zdhhc18"
"Cbfa2t3.1",1.61388169943668e-133,0.542411823483061,0.554,0.244,5.22445783741642e-129,"4","Cbfa2t3"
"Rps4x",2.16899085356506e-133,-0.505236654632286,0.997,0.989,7.02145719116081e-129,"4","Rps4x"
"Srebf2",3.64304431352385e-133,0.369019124243248,0.324,0.101,1.17932630517394e-128,"4","Srebf2"
"Dynlt3",3.80486626208941e-133,0.596241848768616,0.597,0.286,1.23171130636358e-128,"4","Dynlt3"
"Tnfaip3.2",2.75422024724478e-132,-1.11512341940832,0.174,0.519,8.91596178438079e-128,"4","Tnfaip3"
"Atp11c",3.97284532527287e-132,0.373638743420934,0.314,0.095,1.28608948869733e-127,"4","Atp11c"
"Rpl7a",1.46420601530098e-131,-0.551096890925784,0.923,0.954,4.73992771273234e-127,"4","Rpl7a"
"Pdia3.3",3.41124974812964e-131,-0.75746480207483,0.717,0.85,1.10428976846453e-126,"4","Pdia3"
"Tlr2.2",6.85090644250366e-131,-0.956319232683352,0.102,0.457,2.21777543356729e-126,"4","Tlr2"
"Man1a2.2",7.76883588154034e-131,-0.84007781079314,0.451,0.695,2.51492755157224e-126,"4","Man1a2"
"Reep3",1.72622599899499e-130,0.682734851412538,0.81,0.572,5.58813880394658e-126,"4","Reep3"
"Rnf130.2",1.98072744460728e-130,-0.737529390710731,0.577,0.78,6.41201088368267e-126,"4","Rnf130"
"Cox7a2.2",3.67948548055879e-130,0.621547868983518,0.874,0.654,1.19112303976649e-125,"4","Cox7a2"
"Slc50a1",4.53673756573611e-130,0.653757557771532,0.759,0.466,1.46863268478009e-125,"4","Slc50a1"
"Cryba4.1",4.6599743284784e-130,-0.844202770686342,0.073,0.426,1.50852688961503e-125,"4","Cryba4"
"Kif1b.1",4.88341377631973e-130,0.558422573985611,0.591,0.28,1.58085870767022e-125,"4","Kif1b"
"Ccnd3",5.25616574119047e-130,0.531338481557159,0.508,0.219,1.70152597373818e-125,"4","Ccnd3"
"Tnfsf12.1",6.94899823412963e-130,0.510133924709459,0.549,0.238,2.24952970835244e-125,"4","Tnfsf12"
"Kif2a",8.81145215424588e-130,0.502495816253469,0.465,0.183,2.85244329137248e-125,"4","Kif2a"
"Rps6ka3",1.01733080741098e-129,0.465256516836485,0.462,0.182,3.29330328975082e-125,"4","Rps6ka3"
"Elob.4",1.48072184939915e-129,0.621483637844363,0.909,0.723,4.79339277087494e-125,"4","Elob"
"Nfam1.1",1.89185173461374e-129,-0.848068292102717,0.075,0.431,6.12430243529161e-125,"4","Nfam1"
"Akr1a1.2",2.11217372185895e-129,0.65582411289694,0.898,0.725,6.83752877240181e-125,"4","Akr1a1"
"Syf2.1",2.20893633570886e-129,0.643392903865812,0.791,0.521,7.15076870595674e-125,"4","Syf2"
"Dusp11",2.42605378043385e-129,0.614284414859438,0.694,0.38,7.85362129802047e-125,"4","Dusp11"
"Gm15503.4",3.00955677455614e-129,-0.949672638259614,0.058,0.412,9.74253719059313e-125,"4","Gm15503"
"Def6",4.66872045877146e-129,0.386851020945125,0.314,0.097,1.5113581869135e-124,"4","Def6"
"Ndufa5.2",9.83989300035748e-129,0.579186009700092,0.713,0.386,3.18537016207572e-124,"4","Ndufa5"
"Rfk",1.68996244781647e-128,0.437899874190171,0.378,0.134,5.47074643607148e-124,"4","Rfk"
"Snx18.2",2.62369633468777e-128,-0.852261238764925,0.382,0.657,8.49342977465125e-124,"4","Snx18"
"Ndufb11",3.36152878630456e-128,0.655854884165134,0.839,0.586,1.08819409870251e-123,"4","Ndufb11"
"Plcl2.2",3.47761728912078e-128,-0.822187289315503,0.073,0.424,1.12577426883418e-123,"4","Plcl2"
"Ppp1r9a.2",3.54756612600155e-128,-0.866414580404408,0.074,0.425,1.14841810630922e-123,"4","Ppp1r9a"
"Rexo2.1",5.45410384810685e-128,0.659615963477299,0.69,0.393,1.76560249770915e-123,"4","Rexo2"
"Otud7b",8.22651930057796e-128,0.383415543636831,0.381,0.132,2.6630888279831e-123,"4","Otud7b"
"Rabac1.1",1.002025543228e-127,0.576828909947256,0.919,0.81,3.24375708853768e-123,"4","Rabac1"
"Psma7.2",3.43715984304707e-127,0.640464317340042,0.854,0.632,1.1126773843912e-122,"4","Psma7"
"Map7d1",7.4141653269528e-127,0.601961391145352,0.656,0.338,2.40011359964116e-122,"4","Map7d1"
"Bend5",8.38857493870531e-127,0.290289846614857,0.229,0.059,2.71554947915768e-122,"4","Bend5"
"Tmcc3.3",9.20260080563791e-127,-0.862763068598304,0.459,0.709,2.9790659328011e-122,"4","Tmcc3"
"Smim14.2",1.1601320133697e-126,0.634950750099852,0.723,0.425,3.75557935368039e-122,"4","Smim14"
