"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Snhg11",7.13950304117427e-161,1.12332425003138,0.107,0.005,2.31119992448894e-156,"6","Snhg11"
"Tgfbr1.5",8.44335277106608e-161,-2.205258829812,0.284,0.933,2.73328215904951e-156,"6","Tgfbr1"
"Fau.3",8.99964149351509e-161,-1.59059950661528,0.948,0.995,2.91336394428071e-156,"6","Fau"
"Ctsl.5",1.18559263489858e-160,-1.80902108819456,0.699,0.981,3.83800047769368e-156,"6","Ctsl"
"Rap1gap",1.34497896532512e-160,0.364171097617847,0.151,0.009,4.35396590655049e-156,"6","Rap1gap"
"Cd300c2.4",1.60996765778989e-160,-2.13203804817001,0.197,0.92,5.21178730179744e-156,"6","Cd300c2"
"Epb41l1",2.08808502867459e-160,0.322545048057887,0.159,0.01,6.75954885482538e-156,"6","Epb41l1"
"Lrrc1",3.96402785068826e-160,0.280091789151011,0.159,0.01,1.2832350958248e-155,"6","Lrrc1"
"Mef2c.5",1.59616178610713e-159,-2.10297687946142,0.261,0.963,5.16709493398599e-155,"6","Mef2c"
"Ctsb.5",1.90980660930906e-159,-1.86562276275938,0.739,0.983,6.1824259556553e-155,"6","Ctsb"
"Vsir.5",2.53781200965944e-159,-2.19845409843437,0.197,0.927,8.21540503766953e-155,"6","Vsir"
"Zbtb20.3",7.93250823033744e-159,2.00711683700393,0.936,0.449,2.56791156432484e-154,"6","Zbtb20"
"Ptch1",2.12613150096666e-158,0.984207019317069,0.38,0.055,6.88271289492927e-154,"6","Ptch1"
"Kctd12.6",1.26311205905799e-157,-2.41479093137708,0.397,0.958,4.08894635758253e-153,"6","Kctd12"
"Syn2",1.91139183335719e-157,0.479595780113419,0.116,0.006,6.18755764294389e-153,"6","Syn2"
"Sept8",1.03072913045407e-156,1.25400930687029,0.53,0.112,3.33667634110593e-152,"6","Sept8"
"Cd53.4",3.41202814911513e-156,-2.0131562919392,0.191,0.897,1.10454175243155e-151,"6","Cd53"
"Ifngr1.5",4.78507000078967e-156,-2.00724011454897,0.33,0.935,1.54902286065563e-151,"6","Ifngr1"
"Dab2ip.1",1.89010503448943e-155,0.477207869158839,0.232,0.021,6.11864801764918e-151,"6","Dab2ip"
"Nova2.1",9.51335565985605e-155,0.361974749280362,0.133,0.007,3.0796634942086e-150,"6","Nova2"
"Fbxo21",2.27218469706816e-154,0.574696489264703,0.316,0.039,7.35551630134905e-150,"6","Fbxo21"
"Hexa.3",6.41173297688009e-154,-1.86550516520068,0.386,0.933,2.07560619927562e-149,"6","Hexa"
"Mafb.6",1.77310491465501e-153,-2.78225298358268,0.281,0.938,5.7398952297212e-149,"6","Mafb"
"Lims2.1",3.26506007768301e-153,0.307895609904486,0.13,0.007,1.05696524834754e-148,"6","Lims2"
"Sox12",7.10914218518559e-153,0.385323613352421,0.177,0.013,2.30137150818828e-148,"6","Sox12"
"Traf4",2.21256093603693e-152,0.371768050584677,0.122,0.006,7.16250226213875e-148,"6","Traf4"
"Map7",1.18212075130923e-151,1.20146591152261,0.441,0.079,3.82676129613825e-147,"6","Map7"
"Irf8.4",1.5886808524986e-151,-2.09304145068023,0.171,0.901,5.14287765570848e-147,"6","Irf8"
"Pmepa1.5",2.91175354497098e-151,-2.12733275186841,0.33,0.936,9.42592857578006e-147,"6","Pmepa1"
"Id3.1",5.78978207332089e-150,1.1414561038348,0.217,0.02,1.87426825277544e-145,"6","Id3"
"Psd3.2",1.20648560471047e-149,0.514338926953641,0.267,0.029,3.90563519956873e-145,"6","Psd3"
"Lair1.4",1.36681270244369e-148,-2.02535273659575,0.183,0.898,4.4246460803507e-144,"6","Lair1"
"Sv2a",2.59547234611642e-148,1.04434175709094,0.426,0.074,8.40206307884808e-144,"6","Sv2a"
"Cep97",2.6627388507019e-148,0.55762044424576,0.296,0.036,8.61981820749219e-144,"6","Cep97"
"Zdhhc2",3.29694530697808e-148,0.250344390440874,0.101,0.005,1.06728713477494e-143,"6","Zdhhc2"
"Ier5.6",4.12990901613144e-148,-2.58184105924652,0.374,0.924,1.33693414670207e-143,"6","Ier5"
"Kif3c",1.77631344570435e-147,0.507079961416163,0.264,0.029,5.75028188643413e-143,"6","Kif3c"
"Usp53.1",2.28208314775568e-147,0.46950340178302,0.203,0.018,7.38755956591469e-143,"6","Usp53"
"Pld4.4",2.41191824492842e-147,-2.02979850596892,0.159,0.882,7.80786174248228e-143,"6","Pld4"
"Ptgs1.4",4.16116289905397e-147,-2.02866466690657,0.191,0.882,1.34705165368175e-142,"6","Ptgs1"
"Rufy3",1.7347855343359e-146,1.03372167213797,0.626,0.156,5.61584773175217e-142,"6","Rufy3"
"Gng3",2.15205193378444e-146,0.817118222450554,0.2,0.017,6.96662252004699e-142,"6","Gng3"
"Rps12.2",6.30130121332216e-146,-1.54062754313168,0.939,0.99,2.03985722877665e-141,"6","Rps12"
"Cc2d2a",7.9658659297053e-146,0.359095378277974,0.183,0.014,2.5787101187642e-141,"6","Cc2d2a"
"Arl2bp.1",1.99784850204895e-145,0.859004907415888,0.472,0.088,6.46743517083285e-141,"6","Arl2bp"
"Prdx6.2",3.59869540662138e-145,2.53386381394755,0.716,0.226,1.16496967703147e-140,"6","Prdx6"
"Gpd2.1",4.69163121711517e-145,0.504684191894929,0.287,0.034,1.51877485760452e-140,"6","Gpd2"
"Ltc4s.4",2.0150925670927e-144,-2.16751229309817,0.223,0.892,6.52325765819247e-140,"6","Ltc4s"
"Otulinl.5",2.75474286519802e-144,-1.94179127930133,0.171,0.878,8.91765360321903e-140,"6","Otulinl"
"Dbndd2",3.75155110055625e-144,2.86992608880932,0.67,0.215,1.21445212227207e-139,"6","Dbndd2"
"C1qtnf4",3.9687426793741e-144,0.478547440281602,0.101,0.005,1.28476138016698e-139,"6","C1qtnf4"
"Slc20a2",4.50975494173652e-144,0.612361396573829,0.336,0.046,1.45989786973895e-139,"6","Slc20a2"
"Cyth4.4",6.34843889533976e-144,-1.94558687834962,0.183,0.884,2.05511663919939e-139,"6","Cyth4"
"F11r.5",1.47850447325397e-143,-1.96464650256172,0.154,0.863,4.78621468081776e-139,"6","F11r"
"Apbb1ip.4",1.94897083933878e-143,-1.95158869757016,0.206,0.872,6.3092084011075e-139,"6","Apbb1ip"
"Coro1a.4",4.22110908537663e-143,-2.01111719093808,0.165,0.861,1.36645743311812e-138,"6","Coro1a"
"Hpgd.5",5.25428415075621e-143,-2.11802350804326,0.183,0.881,1.7009168652828e-138,"6","Hpgd"
"Arhgap21",5.83175647689128e-143,0.679569957844077,0.371,0.057,1.88785620669924e-138,"6","Arhgap21"
"Junb.6",7.44435935038053e-143,-2.75927239288591,0.557,0.939,2.40988800890519e-138,"6","Junb"
"Gng7",9.94849679990926e-142,0.269346567209346,0.154,0.011,3.22052738406663e-137,"6","Gng7"
"Pycard.5",9.22926892000264e-141,-1.94845019991667,0.2,0.869,2.98769893478325e-136,"6","Pycard"
"Cyp51",1.39139263850487e-140,0.755527339780782,0.383,0.061,4.50421624936796e-136,"6","Cyp51"
"Zfhx3.6",2.18107396108974e-140,-2.00543818822072,0.206,0.893,7.06057262683971e-136,"6","Zfhx3"
"Man2b1.4",2.92878503999494e-139,-1.83132920289731,0.339,0.904,9.48106293147163e-135,"6","Man2b1"
"Spi1.1",3.36630351948781e-139,-1.86070383027565,0.18,0.871,1.08973977532859e-134,"6","Spi1"
"Hpgds.4",4.59059852489204e-139,-2.00424851092634,0.151,0.866,1.48606855447805e-134,"6","Hpgds"
"Wwc1",9.58511195634995e-139,0.297039908680649,0.107,0.005,3.10289244250961e-134,"6","Wwc1"
"Fcgr1.3",9.61176638106288e-139,-1.94528768987658,0.145,0.841,3.11152101287768e-134,"6","Fcgr1"
"Zfp36.5",1.02206953648796e-138,-2.68303282003688,0.409,0.907,3.30864350351881e-134,"6","Zfp36"
"Cd37.4",3.87670522170565e-138,-1.90454076102287,0.157,0.854,1.25496701437055e-133,"6","Cd37"
"Fam102a",4.66808562791946e-138,0.60160648833787,0.33,0.047,1.51115267947009e-133,"6","Fam102a"
"Klhl2.1",2.2345308231399e-137,1.0357868093357,0.435,0.082,7.23362318066847e-133,"6","Klhl2"
"Emp2.1",2.27824472479733e-137,0.556127759386846,0.183,0.015,7.37513382311391e-133,"6","Emp2"
"Desi1",3.48997458187139e-137,1.7169883057082,0.525,0.124,1.12977457164341e-132,"6","Desi1"
"Dnajb2",5.44961646811882e-137,1.44575019360114,0.533,0.126,1.76414984305942e-132,"6","Dnajb2"
"Lyn.4",8.87092909812229e-137,-1.83723869873484,0.159,0.848,2.87169716764415e-132,"6","Lyn"
"Slc35e4",1.42136365630195e-136,0.514758330980103,0.261,0.03,4.60123842818067e-132,"6","Slc35e4"
"Rpl10.2",3.60968175883951e-136,-1.39402768876313,0.867,0.984,1.16852617897153e-131,"6","Rpl10"
"P2ry13.5",7.96139540710748e-136,-1.93616467968268,0.157,0.851,2.57726292118883e-131,"6","P2ry13"
"Rnase4.4",2.69591668780157e-135,-2.02217248233996,0.165,0.854,8.72722150175123e-131,"6","Rnase4"
"Rpl12.3",7.70773087404621e-135,-1.48234016531955,0.861,0.981,2.49514663854624e-130,"6","Rpl12"
"Tspan12.1",1.06717733778166e-134,0.250933188320896,0.101,0.005,3.4546664778668e-130,"6","Tspan12"
"Pcyt2",1.67111934068907e-134,0.88628205559774,0.49,0.102,5.40974752967865e-130,"6","Pcyt2"
"Dync2li1",2.57288966522839e-134,0.286668452495832,0.145,0.01,8.32895842427735e-130,"6","Dync2li1"
"Prr5l.1",4.25876957785034e-134,0.741697590405449,0.322,0.046,1.37864888774171e-129,"6","Prr5l"
"Cfh.4",4.77913270057287e-134,-1.8617247470039,0.145,0.837,1.54710083782945e-129,"6","Cfh"
"Cecr2.1",7.30639282562633e-134,0.32185924899008,0.136,0.009,2.36522548551176e-129,"6","Cecr2"
"Itgam.2",1.51323038907919e-133,-1.88825301915461,0.142,0.837,4.89862941552716e-129,"6","Itgam"
"Fyb.3",2.8851447221231e-133,-1.82703082288095,0.142,0.849,9.33979049445691e-129,"6","Fyb"
"Sorbs1.1",4.31972941055158e-133,0.445468955634181,0.18,0.015,1.39838280478376e-128,"6","Sorbs1"
"Ptpn18.3",7.79084519890171e-133,-1.79455540222487,0.183,0.855,2.52205240778846e-128,"6","Ptpn18"
"Smap2.4",9.08904300720297e-133,-1.66383242170787,0.438,0.914,2.94230500229175e-128,"6","Smap2"
"Fdps.1",2.36079810830903e-132,0.964572700419639,0.559,0.135,7.64237563621798e-128,"6","Fdps"
"2900052L18Rik",5.70191894468987e-132,0.511957693378138,0.264,0.032,1.845825200775e-127,"6","2900052L18Rik"
"Clta.3",6.43261906934238e-132,-1.31385369190135,0.791,0.969,2.08236744512752e-127,"6","Clta"
"Maf.5",1.20519892899284e-131,-2.0184064508134,0.197,0.87,3.90146997293561e-127,"6","Maf"
"Tgfb1.5",3.01193884021383e-131,-1.83034699875304,0.142,0.831,9.75024841354022e-127,"6","Tgfb1"
"Arpc1b.4",3.28170615817672e-131,-1.6101724511032,0.429,0.924,1.06235391752497e-126,"6","Arpc1b"
"Btg2.6",5.3071828479897e-131,-2.64115606399238,0.49,0.914,1.71804123155123e-126,"6","Btg2"
"Tle1.1",1.05068735055412e-130,0.743157134604545,0.414,0.075,3.4012850912138e-126,"6","Tle1"
"Inpp5d.5",1.61438997951235e-130,-1.80440631338454,0.142,0.839,5.22610324167738e-126,"6","Inpp5d"
"Mpeg1.5",3.37621065422667e-130,-1.86084089583326,0.151,0.834,1.09294691298626e-125,"6","Mpeg1"
"Fermt3.4",4.25703783069906e-130,-1.81625749245784,0.139,0.826,1.3780882865539e-125,"6","Fermt3"
"Kalrn",9.61672357136521e-130,0.496797302724797,0.142,0.01,3.11312575452235e-125,"6","Kalrn"
"Sirpa.5",2.34927002484277e-129,-1.68011387575199,0.357,0.924,7.60505692442101e-125,"6","Sirpa"
"Pcx",2.76937448973354e-129,0.35467083492771,0.191,0.018,8.96501909816543e-125,"6","Pcx"
"Aplp2.2",3.32438704667445e-129,1.45277434801375,0.832,0.368,1.07617057474945e-124,"6","Aplp2"
"Txnip.5",6.53263360773754e-129,-2.14307088528046,0.313,0.901,2.1147441514968e-124,"6","Txnip"
"Stmn1.5",1.20690520087782e-128,3.27888915077755,0.71,0.274,3.90699351628167e-124,"6","Stmn1"
"Lrrc49.1",1.44262868689288e-128,0.302726983684863,0.145,0.01,4.67007758520962e-124,"6","Lrrc49"
"Fyn.2",3.29252914197589e-128,1.00327288907533,0.383,0.066,1.06585753384043e-123,"6","Fyn"
"H2-D1.4",3.44741543769395e-128,-1.86076522704195,0.354,0.896,1.11599732549029e-123,"6","H2-D1"
"Wipi1.1",9.77374479735252e-128,0.834578259207805,0.403,0.073,3.16395666579896e-123,"6","Wipi1"
"Rpl39.2",5.51508476234901e-127,-1.40200366477583,0.936,0.986,1.78534323926762e-122,"6","Rpl39"
"Dclk2",1.01967257501253e-126,0.465071816624031,0.159,0.013,3.30088405983057e-122,"6","Dclk2"
"Golm1.5",1.74234142242246e-126,-1.78311034184228,0.194,0.848,5.64030765266598e-122,"6","Golm1"
"Prox1",3.85655748832016e-126,0.848573737210576,0.383,0.067,1.248444790119e-121,"6","Prox1"
"Gap43",4.58135691548101e-126,0.404527593352742,0.101,0.005,1.48307686067951e-121,"6","Gap43"
"Gng10.3",6.70266312497014e-126,-1.59575346734145,0.501,0.919,2.16978610681533e-121,"6","Gng10"
"Tom1l2.1",9.86950067186145e-126,0.501240361887091,0.293,0.04,3.19495475749499e-121,"6","Tom1l2"
"Evi5l",1.21834926491626e-125,0.373461278926542,0.223,0.024,3.9440402403869e-121,"6","Evi5l"
"Alox5ap.3",1.23048411758477e-125,-1.7668808501455,0.145,0.817,3.9833231854454e-121,"6","Alox5ap"
"Cebpb.5",2.42018734290831e-125,-2.12555255745585,0.209,0.844,7.8346304664628e-121,"6","Cebpb"
"Kif5a",4.06219889761486e-125,0.379186106363924,0.119,0.007,1.31501502713588e-120,"6","Kif5a"
"Cd14.4",4.5407460122799e-125,-2.17353092934177,0.162,0.816,1.46993029909525e-120,"6","Cd14"
"Mef2a.5",6.36871505995998e-125,-1.70382426592561,0.42,0.91,2.06168043921025e-120,"6","Mef2a"
"Rab3a",9.3206622680537e-125,0.731097460783375,0.371,0.062,3.01728478941434e-120,"6","Rab3a"
"Rrbp1.4",1.05324947044423e-124,-1.45922389154077,0.661,0.966,3.40957918572207e-120,"6","Rrbp1"
"Ctsc.5",1.37651746395903e-124,-1.88026011102909,0.168,0.818,4.45606233432817e-120,"6","Ctsc"
"Pde4b.1",2.71905497485852e-124,1.08855905613715,0.528,0.128,8.80212476461199e-120,"6","Pde4b"
"Insig1",3.67094626585641e-124,0.665566086594097,0.351,0.057,1.18835872518304e-119,"6","Insig1"
"Lix1",4.68729365571999e-124,0.947576727869889,0.304,0.045,1.51737070222967e-119,"6","Lix1"
"Sept7.1",6.23880684501391e-124,2.22187039592787,0.922,0.63,2.0196265518679e-119,"6","Sept7"
"Rpl35a.3",7.45150729065749e-124,-1.27312060119995,0.904,0.989,2.41220194013164e-119,"6","Rpl35a"
"mt-Atp6.2",9.49244150645658e-123,0.917907857062136,0.997,0.998,3.07289316447013e-118,"6","mt-Atp6"
"Tspan5.1",1.17708139260541e-122,0.643388103966752,0.351,0.057,3.81044788414222e-118,"6","Tspan5"
"Syngr1.5",1.65515628877845e-122,-1.73112724756343,0.287,0.852,5.35807193803359e-118,"6","Syngr1"
"Pou2f2.4",1.92558771694105e-122,-1.85189792638193,0.186,0.844,6.23351255728158e-118,"6","Pou2f2"
"Ptprg.1",2.29714415130053e-122,0.326541424132996,0.148,0.011,7.43631504659007e-118,"6","Ptprg"
"Rgs2.5",2.42008827314033e-122,-2.10919877266155,0.226,0.851,7.83430975780988e-118,"6","Rgs2"
"Rps11.2",3.50774610893525e-122,-1.26209164756066,0.93,0.988,1.13552757038452e-117,"6","Rps11"
"Rtl8b.1",3.72138899174455e-122,0.58099950501534,0.313,0.047,1.20468804440755e-117,"6","Rtl8b"
"Ccr5.5",3.8967237508092e-122,-1.97345129365993,0.157,0.817,1.26144741261195e-117,"6","Ccr5"
"Lcp1.2",4.41376639691423e-122,-1.77942673412817,0.162,0.829,1.42882445800907e-117,"6","Lcp1"
"Nsmf",6.14638322688445e-122,0.682016480474171,0.319,0.049,1.98970717820703e-117,"6","Nsmf"
"Rpl27a.1",1.0589290116015e-121,-1.16880596249274,0.951,0.993,3.42796499635639e-117,"6","Rpl27a"
"Ecscr.5",2.89384729562034e-121,-1.79232673482932,0.139,0.809,9.36796246538215e-117,"6","Ecscr"
"Nfix.1",4.41613704352127e-121,1.67006339244727,0.82,0.397,1.42959188372871e-116,"6","Nfix"
"Slco2b1.5",4.99758990602401e-121,-1.71355209626862,0.174,0.819,1.61781980437809e-116,"6","Slco2b1"
"Malat1.4",5.02601931428771e-121,1.60709582169196,0.991,0.986,1.62702297242122e-116,"6","Malat1"
"Rhoh.5",8.61302631259059e-121,-1.79669561446193,0.125,0.799,2.78820887791183e-116,"6","Rhoh"
"Ccdc141.1",1.16377533292574e-120,0.438838579107433,0.139,0.01,3.7673735077472e-116,"6","Ccdc141"
"Bcl2a1b.6",1.32159320381036e-120,-2.03027245634845,0.154,0.803,4.27826151937491e-116,"6","Bcl2a1b"
"Tcf4.3",1.72863335280762e-120,1.55978021023391,0.971,0.726,5.59593188970882e-116,"6","Tcf4"
"Epb41l2.5",3.09317026335163e-120,-1.60388042197696,0.487,0.928,1.00132107765219e-115,"6","Epb41l2"
"Irak1bp1",5.03052035131036e-120,0.421892138767299,0.212,0.023,1.62848004812619e-115,"6","Irak1bp1"
"Capza2.3",5.69103459816929e-120,-1.32764081756749,0.678,0.946,1.84230172011936e-115,"6","Capza2"
"Nr1d1.1",8.33385414254433e-120,0.683230784564048,0.223,0.026,2.69783526302445e-115,"6","Nr1d1"
"Rps20.2",2.85288157535076e-119,-1.25550575918893,0.916,0.985,9.23534823572547e-115,"6","Rps20"
"Rps23.2",3.06692315520651e-119,-1.19059193781802,0.948,0.989,9.92824363803452e-115,"6","Rps23"
"Ftl1.4",3.87255828088499e-119,-1.30590826085941,0.974,0.995,1.25362456668809e-114,"6","Ftl1"
"Marcks.5",4.17019621534239e-119,-1.56709278126016,0.461,0.984,1.34997591883064e-114,"6","Marcks"
"Prodh",6.58022778900713e-119,0.633987748709546,0.209,0.023,2.13015133985739e-114,"6","Prodh"
"Abhd12.4",8.64852671055164e-119,-1.48003394160704,0.51,0.912,2.79970106673978e-114,"6","Abhd12"
"Rps9.3",3.0953739708991e-118,-1.21034252143886,0.948,0.992,1.00203446185946e-113,"6","Rps9"
"Pfn1.4",4.09101489980797e-118,-1.29283040515077,0.803,0.957,1.32434334336584e-113,"6","Pfn1"
"Lrrc8c.2",4.88674746136677e-118,0.316950842567036,0.168,0.015,1.58193788819365e-113,"6","Lrrc8c"
"Prickle1.1",4.96097834795581e-118,0.46547469504555,0.194,0.02,1.60596791080025e-113,"6","Prickle1"
"Smarcd3",5.02485084124156e-118,0.324631246805527,0.151,0.012,1.62664471432672e-113,"6","Smarcd3"
"Cmtm6.5",8.44661944817899e-118,-1.59240114676067,0.223,0.83,2.7343396477645e-113,"6","Cmtm6"
"Erp29.5",1.99504202848345e-116,-1.34091170133623,0.646,0.946,6.45835005460661e-112,"6","Erp29"
"Bin2.3",2.77895138921477e-116,-1.68765033478604,0.13,0.772,8.99602143716606e-112,"6","Bin2"
"Dipk1b",4.07085590969839e-116,0.352682488338813,0.151,0.012,1.31781747508756e-111,"6","Dipk1b"
"Rps24.3",4.41822334453499e-116,-1.22819470679191,0.957,0.992,1.43026726109287e-111,"6","Rps24"
"Cisd1.2",5.20070342373268e-116,1.15007932266575,0.733,0.27,1.68357171233074e-111,"6","Cisd1"
"Gm4258",5.7673433314165e-116,0.799669177294336,0.403,0.076,1.86700438324615e-111,"6","Gm4258"
"Ap2a1.1",6.97872612679634e-116,1.32614116631552,0.562,0.163,2.25915322176651e-111,"6","Ap2a1"
"Gphn",9.36363449155476e-116,0.666969129138553,0.403,0.077,3.03119575760611e-111,"6","Gphn"
"Adap2.5",1.50532950949571e-115,-1.69732507327987,0.113,0.789,4.87305268813952e-111,"6","Adap2"
"Ctsa.2",1.51983858287233e-115,-1.43949438708476,0.516,0.903,4.9200214604743e-111,"6","Ctsa"
"Cnp.2",1.64371495214888e-115,3.72281034834655,0.641,0.226,5.32103404309635e-111,"6","Cnp"
"Gpt",1.65833903316477e-115,0.347847155315964,0.186,0.018,5.36837511816101e-111,"6","Gpt"
"Cyfip1.3",2.33230414138822e-115,-1.48744198672406,0.458,0.896,7.55013496650195e-111,"6","Cyfip1"
"Sik3.1",2.45416988433552e-115,0.776670101789694,0.455,0.098,7.94463874957096e-111,"6","Sik3"
"Cyfip2.1",2.59025079722643e-115,0.342213783279701,0.133,0.01,8.38515988078139e-111,"6","Cyfip2"
"Rps4x.2",5.17114313606826e-115,-1.2009072313765,0.93,0.989,1.67400245600802e-110,"6","Rps4x"
"Abhd17b",1.3663756269164e-114,0.948230340681771,0.522,0.131,4.42323117945377e-110,"6","Abhd17b"
"Pik3c2b",1.64508265415445e-114,0.289160290814554,0.174,0.016,5.32546156802879e-110,"6","Pik3c2b"
"Slc1a4",1.94723719121862e-114,0.490000374739452,0.165,0.015,6.30359623541293e-110,"6","Slc1a4"
"Mylip.5",3.78264254770375e-114,-1.84158548786058,0.113,0.763,1.22451704554266e-109,"6","Mylip"
"Capn2.1",3.9327289243895e-114,0.43696483236837,0.22,0.026,1.27310300740337e-109,"6","Capn2"
"Rpl30.3",5.54022520624755e-114,-1.10298455148337,0.957,0.99,1.79348170376646e-109,"6","Rpl30"
"Tecr",1.43751684560866e-113,1.30354114199785,0.901,0.57,4.65352953260436e-109,"6","Tecr"
"Cdc37l1.1",1.81452815718913e-113,1.64099180390625,0.757,0.325,5.87399055045265e-109,"6","Cdc37l1"
"Cd33.5",4.49544588626312e-113,-1.68434581574526,0.136,0.784,1.4552657423011e-108,"6","Cd33"
"Creb5",6.52620281985648e-113,0.894914872736817,0.391,0.078,2.11266237684394e-108,"6","Creb5"
"Tjp2.1",9.15230634190096e-113,0.643878834839598,0.374,0.07,2.96278460900018e-108,"6","Tjp2"
"Kctd13",1.41736797929934e-112,1.87032445004158,0.504,0.136,4.58830362258784e-108,"6","Kctd13"
"mt-Co3.2",2.46623528564839e-112,0.831920354262032,1,0.998,7.98369686670098e-108,"6","mt-Co3"
"6430590A07Rik",2.6040803319575e-112,0.675571842391894,0.371,0.067,8.42992885061281e-108,"6","6430590A07Rik"
"Susd3.5",4.58003678656367e-112,-1.6511144940476,0.113,0.764,1.48264950854639e-107,"6","Susd3"
"Cpeb3",5.13203212796195e-112,0.3456001492353,0.2,0.022,1.66134144046384e-107,"6","Cpeb3"
"Farp1",7.77403601289397e-112,0.421484877801081,0.171,0.016,2.51661093809404e-107,"6","Farp1"
"Chst10",2.27854569153691e-111,0.366256558686241,0.119,0.008,7.3761081126433e-107,"6","Chst10"
"Cd84.3",2.68311664330227e-111,-1.7063422739989,0.099,0.75,8.68578519769812e-107,"6","Cd84"
"Rbfox2.1",5.39495899172611e-111,0.730668542180221,0.226,0.028,1.74645612480158e-106,"6","Rbfox2"
"Entpd1.5",9.13594390836255e-111,-1.6631327857895,0.145,0.77,2.95748776201513e-106,"6","Entpd1"
"Rpl18a.3",1.22073370439872e-110,-1.12497356909375,0.93,0.991,3.95175914787954e-106,"6","Rpl18a"
"Arhgap45.4",3.11089660221926e-110,-1.69783576035205,0.133,0.775,1.00705944807042e-105,"6","Arhgap45"
"Cfl2.1",4.73371272936685e-110,1.26762991244272,0.699,0.261,1.53239748475064e-105,"6","Cfl2"
"Ucp2.4",1.02271447147707e-109,-1.7043812496262,0.191,0.806,3.31073128706556e-105,"6","Ucp2"
"Ahcyl1.1",1.64105667971038e-109,1.1051218945854,0.638,0.202,5.31242868355845e-105,"6","Ahcyl1"
"Lgalsl.1",2.11779450995003e-109,0.476378971212263,0.209,0.024,6.85572438761024e-105,"6","Lgalsl"
"Arhgdib.3",2.3443452128123e-109,-1.57088990380555,0.165,0.792,7.58911432291598e-105,"6","Arhgdib"
"Eml5",2.34902910574439e-109,0.365269638174987,0.151,0.013,7.60427702111574e-105,"6","Eml5"
"Jun.6",4.84971186879994e-109,-2.52980745491228,0.803,0.922,1.56994872616792e-104,"6","Jun"
"St3gal6.4",5.44400067361793e-109,-1.58891523074065,0.159,0.782,1.7623318980636e-104,"6","St3gal6"
"Rps10.2",7.390554431974e-109,-1.08513246238029,0.954,0.99,2.39247028071862e-104,"6","Rps10"
"Rpl37a.2",9.23285114786247e-109,-1.1771732875575,0.945,0.988,2.98885857358604e-104,"6","Rpl37a"
"Sbk1",1.00981576266655e-108,0.255350249976663,0.13,0.01,3.26897558690417e-104,"6","Sbk1"
"Pbx1.2",1.12277704537208e-108,1.71817433927562,0.536,0.15,3.63465385127849e-104,"6","Pbx1"
"Slc25a23",1.64431352350092e-108,0.60167468460968,0.351,0.063,5.32297173827719e-104,"6","Slc25a23"
"Cd86.2",1.67937461907233e-108,-1.59468496385688,0.125,0.758,5.43647151686095e-104,"6","Cd86"
"Camk1.4",1.73345644636362e-108,-1.40179956119467,0.42,0.888,5.6115452081683e-104,"6","Camk1"
"Mfge8.1",1.82796594147906e-108,2.57692085462145,0.38,0.078,5.91749134575603e-104,"6","Mfge8"
"H2-K1.5",2.60908524359775e-108,-1.64838222002664,0.38,0.877,8.44613075057463e-104,"6","H2-K1"
"Plxdc2.5",2.65589392187501e-108,-1.48049222029591,0.432,0.894,8.59765980389379e-104,"6","Plxdc2"
"Efr3b.1",3.15985228517254e-108,0.334683862049806,0.136,0.011,1.02290738175605e-103,"6","Efr3b"
"Strbp",3.17000881878793e-108,0.826974331842238,0.371,0.071,1.02619525481803e-103,"6","Strbp"
"Ncf1.3",3.34627022362563e-108,-1.67850474909832,0.165,0.777,1.08325459679209e-103,"6","Ncf1"
"Syp",8.05145157094338e-108,0.351652136589046,0.13,0.01,2.60641590254579e-103,"6","Syp"
"Add3.2",1.19003782104252e-107,1.08573417454489,0.588,0.175,3.85239043427885e-103,"6","Add3"
"Tnfaip8l2.4",1.8542636143289e-107,-1.62232005367667,0.119,0.753,6.00262217230553e-103,"6","Tnfaip8l2"
"Creg1.2",2.29309580738556e-107,-1.43003156105217,0.357,0.866,7.42320974766852e-103,"6","Creg1"
"Fads6",4.67890165841095e-107,0.390178817038813,0.209,0.024,1.51465404486079e-102,"6","Fads6"
"Cmtm7.4",9.28918290950837e-107,-1.55632328035405,0.139,0.764,3.00709429146605e-102,"6","Cmtm7"
"Abi3.4",1.03849476725796e-106,-1.5617284466793,0.139,0.773,3.36181526056748e-102,"6","Abi3"
"Scamp2.5",1.06404197178415e-106,-1.41518623651705,0.452,0.884,3.44451667105966e-102,"6","Scamp2"
"Ckb.3",1.56990074783961e-106,1.61969615133209,0.971,0.943,5.0820827009064e-102,"6","Ckb"
"Sh3pxd2b.1",3.04842550980857e-106,0.326168244608533,0.133,0.011,9.8683630603523e-102,"6","Sh3pxd2b"
"Psmb8.2",4.67225901578057e-106,-1.51878979009518,0.157,0.765,1.51250368858849e-101,"6","Psmb8"
"Mcl1.3",5.3338592110985e-106,-1.70542078166124,0.487,0.878,1.72667690381681e-101,"6","Mcl1"
"Etv1.3",7.48901803010863e-106,1.45797462727677,0.606,0.195,2.42434491670676e-101,"6","Etv1"
"Ank",8.95948107558618e-106,0.801310087917083,0.464,0.109,2.90036321378876e-101,"6","Ank"
"Ptprc.3",1.0805003611969e-105,-1.57567888737623,0.125,0.755,3.4977957692666e-101,"6","Ptprc"
